,LVal_bin,RVal_bin,conf
864,5,0,0.7189453539401167
865,0,4,0.8952895267795139
866,0,5,0.7629562416932762
867,0,4,0.6316383701816214
868,2,0,0.9517295201140709
869,1,0,0.766749126126907
870,3,2,0.7030128191205988
871,3,0,0.8085116069089953
872,1,2,0.6618879916943914
873,0,3,0.7189993684417605
874,5,2,0.6405441289115934
875,5,1,0.6266288193748063
876,3,0,0.7610398111641303
877,4,5,0.5403566950570817
878,4,3,0.5429054269906282
879,1,4,0.4144799989201027
880,3,4,0.4371326387716884
881,0,1,0.7521009918457731
882,3,5,0.6094536464702371
883,0,2,0.6759848093544142
884,3,4,0.4859288828872485
885,2,1,0.8324388824032755
886,4,2,0.771734368970157
887,0,0,0.6028418325336784
888,3,3,0.730157064611577
889,4,0,0.330031789100474
890,1,1,0.8185936679992596
891,4,1,0.6129014628936923
892,2,4,0.9540207243898349
893,4,0,0.8400625876091647
894,2,2,0.6463793167767005
895,1,2,0.5343716648641836
896,1,3,0.6024788708129056
897,1,5,0.8368571655184112
898,2,5,0.7773661531691215
899,5,4,0.6609088010319056
900,1,1,0.5651138290594807
901,1,0,0.5829510467636303
902,3,1,0.6366923114113024
903,4,1,0.6289394981417733
904,3,1,0.6866814219675794
905,0,1,0.6455521290110611
906,5,4,0.22170722374226917
907,0,5,0.9128032442001438
908,5,0,0.7902338334189728
909,0,2,0.6976697757513765
910,3,2,0.274463626202103
911,4,0,0.8446692450675285
912,0,3,0.8910281590126152
913,1,2,0.7000064446640156
914,3,3,0.3864842058407977
915,0,2,0.8632945451914951
916,5,1,0.9614637682434951
917,4,1,0.5940456467519435
918,3,4,0.6161350531875255
919,1,4,0.6146701882585657
920,4,3,0.32951406008003475
921,2,0,0.6732757905801039
922,1,3,0.7363682364524837
923,3,0,0.5650314875305238
924,2,2,0.6995579352991428
925,3,5,0.4785267644769154
926,1,0,0.4197111343995223
927,4,0,0.37221701972893045
928,4,2,0.5476871238907497
929,1,4,0.9786878372024277
930,4,4,0.581219610677326
931,4,2,0.6538470944693251
932,1,2,0.18960324011755697
